emoji,hexcode,unicodeVersion,label_en,label_es,label_pt,tags_en,tags_es,tags_pt,group_en,group_es,group_pt,subgroup_en,subgroup_es,subgroup_pt,whatsapp_ios,whatsapp_android,whatsapp_note
😷,1F637,0.6,face with medical mask,cara con mascarilla médica,rosto com máscara médica,cold|dentist|dermatologist|doctor|dr|face|germs|mask|medical|medicine|sick,cara|enfermo|malo|máscara,doente|gripado|máscara|máscara médica|resfriado|rosto|rosto com máscara,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤒,1F912,1,face with thermometer,cara con termómetro,rosto com termômetro,face|ill|sick|thermometer,cara|enfermo|malo|termómetro,de cama|doente|febre|febril|rosto|termômetro,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤕,1F915,1,face with head-bandage,cara con la cabeza vendada,rosto com atadura na cabeça,bandage|face|head-bandage|hurt|injury|ouch,cara|dolor|herida|venda,acidentado|doente|ferimento|machucado|rosto|rosto com curativos,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤢,1F922,3,nauseated face,cara de náuseas,rosto nauseado,face|gross|nasty|nauseated|sick|vomit,cara|náuseas|vomitar,doente|enjoado|enjoo|náusea|vômito,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤮,1F92E,5,face vomiting,cara vomitando,rosto vomitando,barf|ew|face|gross|puke|sick|spew|throw|up|vomit|vomiting,enfermo|malo|vomitar,doente|nojenta|nojento|nojo|vomitando|vômito,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤧,1F927,3,sneezing face,cara estornudando,rosto espirrando,face|fever|flu|gesundheit|sick|sneeze|sneezing,cara|estornudar|estornudo|pañuelo,de cama|doente|espirrando|espirro|gripado|resfriado,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥵,1F975,11,hot face,cara con calor,rosto fervendo de calor,dying|face|feverish|heat|hot|panting|red-faced|stroke|sweating|tongue,calor|cara roja|fiebre|golpe de calor|sudor,calor|febre|febril|insolação|língua de fora|ofegante|quente|rosto|rosto vermelho|suando|suor,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥶,1F976,11,cold face,cara con frío,rosto gelado,blue|blue-faced|cold|face|freezing|frostbite|icicles|subzero|teeth,cara congelada|congelado|frío|helado,abaixo de zero|azul|congelando|congelei|frio|gelado|glacial|gélido|rosto,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥴,1F974,11,woozy face,cara de grogui,rosto embriagado,dizzy|drunk|eyes|face|intoxicated|mouth|tipsy|uneven|wavy|woozy,atontado|entonado|grogui|intoxicado|mareado,alcoolizado|boca ondulada|bêbada|bêbado|embriagada|embriagado|intoxicado|olhos tortos|rosto|tonta|tonto,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
😵,1F635,0.6,face with crossed-out eyes,cara mareada,rosto atordoado,crossed-out|dead|dizzy|eyes|face|feels|knocked|out|sick|tired,cara|mareo,acabado|atordoado|doente|morto|rosto|tontura,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
😵‍💫,1F635-200D-1F4AB,13.1,face with spiral eyes,cara con ojos en espiral,rosto com olhos em espiral,confused|dizzy|eyes|face|hypnotized|omg|smiley|spiral|trouble|whoa|woah|woozy,espiral|hipnotizado|indispuesto|mareado|mareo|problema,caramba|confuso|desnorteado|eita|espirais|hipnotizado|problema|putz|tonto|tontura|uau,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
🤯,1F92F,5,exploding head,cabeza explotando,cabeça explodindo,blown|explode|exploding|head|mind|mindblown|no|shocked|way,cabeza|explosión,cabeça|chocada|chocado|chocante|choque|explodindo|incrível|perplexo|surpreendente|surpresa|surpreso,smileys & emotion,emoticonos y emoción,sorrisos e emoção,unwell,enfermo,indisposto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤠,1F920,3,cowboy hat face,cara con sombrero de vaquero,rosto com chapéu de caubói,cowboy|cowgirl|face|hat,cara|sombrero|vaquera|vaquero,cara|cara de cauboi|cauboi|caubói|cowboy|rosto|sertanejo|vaqueiro,smileys & emotion,emoticonos y emoción,sorrisos e emoção,with hats,con sombreros,com chapéus,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥳,1F973,11,partying face,cara de fiesta,rosto festivo,bday|birthday|celebrate|celebration|excited|face|happy|hat|hooray|horn|party|partying,capirote|celebración|fiesta|gorro|matasuegras,animação|aniversário|apito|chapéu|comemorar|comemoração|feliz aniversário|festa|língua de sogra|parabéns|rosto|viva,smileys & emotion,emoticonos y emoción,sorrisos e emoção,with hats,con sombreros,com chapéus,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥸,1F978,13,disguised face,cara disfrazada,rosto disfarçado,disguise|eyebrow|face|glasses|incognito|moustache|mustache|nose|person|spy|tache|tash,careta|disfraz|disimulo|gafas|incógnito|nariz,bigode|disfarce|espião|incógnito|nariz|pessoa|rosto|sobrancelha|óculos,smileys & emotion,emoticonos y emoción,sorrisos e emoção,with hats,con sombreros,com chapéus,true,true,Widely supported in WhatsApp on modern iOS/Android.
😎,1F60E,1,smiling face with sunglasses,cara sonriendo con gafas de sol,rosto sorridente com óculos escuros,awesome|beach|bright|bro|chilling|cool|face|rad|relaxed|shades|slay|smile|style|sunglasses|swag|win,cara|gafas|guay|sol,muito sol|na boa|rosto|sol|sorrindo|sorrindo de óculos escuros|sorriso de óculos|to legal|óculos escuros,smileys & emotion,emoticonos y emoción,sorrisos e emoção,with glasses,con gafas,com óculos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤓,1F913,1,nerd face,cara de empollón,rosto de nerd,brainy|clever|expert|face|geek|gifted|glasses|intelligent|nerd|smart,cara|empollón|friki|friqui,cdf|esperto|estudioso|inteligente|inteligência|nerd|sabe tudo|sabe-tudo|óculos|óculos de grau,smileys & emotion,emoticonos y emoción,sorrisos e emoção,with glasses,con gafas,com óculos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧐,1F9D0,5,face with monocle,cara con monóculo,rosto com monóculo,classy|face|fancy|monocle|rich|stuffy|wealthy,aristocrático|estirado,conservador,smileys & emotion,emoticonos y emoción,sorrisos e emoção,with glasses,con gafas,com óculos,true,true,Widely supported in WhatsApp on modern iOS/Android.
😕,1F615,1,confused face,cara de confusión,rosto confuso,befuddled|confused|confusing|dunno|face|frown|hm|meh|not|sad|sorry|sure,cara|confuso,confuso|indeciso|não entendi|não tenho certeza|rosto,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
🫤,1FAE4,14,face with diagonal mouth,cara con boca diagonal,rosto com boca diagonal,confused|confusion|diagonal|disappointed|doubt|doubtful|face|frustrated|frustration|meh|mouth|skeptical|unsure|whatever|wtv,decepcionado|decepción|escéptico|inseguro|jo|vaya,confusão|cético|decepção|desapontado|dúvida|frustração|indiferença|inseguro|meh|tanto faz,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
😟,1F61F,1,worried face,cara preocupada,rosto preocupado,anxious|butterflies|face|nerves|nervous|sad|stress|stressed|surprised|worried|worry,cara|preocupación|preocupado,decepcionado|preocupado|rosto,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙁,1F641,1,slightly frowning face,cara con el ceño ligeramente fruncido,rosto meio triste,face|frown|frowning|sad|slightly,cara|ceño|fruncido,rosto|triste|tristeza|tristinho,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
☹️,2639,0.7,frowning face,cara con el ceño fruncido,rosto descontente,face|frown|frowning|sad,cara|ceño|fruncido,decepcionado|decepção|descontente|insatisfeito|rosto|rosto de desaprovação|triste,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😮,1F62E,1,face with open mouth,cara con la boca abierta,rosto com boca aberta,believe|face|forgot|mouth|omg|open|shocked|surprised|sympathy|unbelievable|unreal|whoa|wow|you,boca|cara,boca|boca aberta|boquiaberto|empatia|pasmo|rosto,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😯,1F62F,1,hushed face,cara estupefacta,rosto surpreso,epic|face|hushed|omg|stunned|surprised|whoa|woah,alucinado|cara|estupefacto|sorprendido,espantado|rosto|surpreso|uau,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😲,1F632,0.6,astonished face,cara asombrada,rosto espantado,astonished|cost|face|no|omg|shocked|totally|way,alucinado|asombrado|cara|pasmado,chocado|estupefato|rosto|totalmente chocado,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😳,1F633,0.6,flushed face,cara sonrojada,rosto ruborizado,amazed|awkward|crazy|dazed|dead|disbelief|embarrassed|face|flushed|geez|heat|hot|impressed|jeez|what|wow,cara|colorado|sonrojado,atordoado|deslumbrado|horrorizado|impressionado|rosto|ruborizado|vergonha,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
🫪,1FAEA,17,distorted face,cara deformada,rosto distorcido,anxiety|bloated|panic|shocked|surprised|vulnerable,ansiedad|conmocionado|hinchado|pánico|sorprendido|vulnerable,ansiedade|chocado|inchado|pânico|surpreso|vulnerável,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
🥺,1F97A,11,pleading face,cara suplicante,rosto implorando,begging|big|eyes|face|mercy|not|pleading|please|pretty|puppy|sad|why,implorar|ojos adorables|piedad|por favor,implorando|olhar de cachorrinho|olhos grandes|perdão|por favor|por que não|pq não|rosto|triste,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥹,1F979,14,face holding back tears,cara aguantándose las lágrimas,rosto segurando as lágrimas,admiration|aww|back|cry|embarrassed|face|feelings|grateful|gratitude|holding|joy|please|proud|resist|sad|tears,emocionado|emoción|llorar|orgulloso|resistir|triste,admiração|alegria|chorar|com raiva|emoção|gratidão|iti malia|lágrimas|orgulho|por favor|resistir|tristeza,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Rendered in WhatsApp when iOS/Android Unicode support includes this version.
😦,1F626,1,frowning face with open mouth,cara con el ceño fruncido y la boca abierta,rosto franzido com boca aberta,caught|face|frown|frowning|guard|mouth|open|scared|scary|surprise|what|wow,boca abierta|cara|ceño fruncido con boca abierta,aberta|assustado|boca|decepcionado|inesperado|rosto assustado|uau,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😧,1F627,1,anguished face,cara angustiada,rosto angustiado,anguished|face|forgot|scared|scary|stressed|surprise|unhappy|what|wow,angustia|angustiado|cara,angustiado|rosto|sofrendo,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😨,1F628,0.6,fearful face,cara asustada,rosto amedrontado,afraid|anxious|blame|face|fear|fearful|scared|worried,asustado|cara|miedo|miedoso,ansiedade|assustado|com medo|medo|preocupado|rosto,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😰,1F630,0.6,anxious face with sweat,cara con ansiedad y sudor,rosto ansioso com gota de suor,anxious|blue|cold|eek|face|mouth|nervous|open|rushed|scared|sweat|yikes,ansiedad|cara|frío|sudor,boca aberta|nervoso|rosto|rosto azul com suor frio|suando frio|suor frio,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😥,1F625,0.6,sad but relieved face,cara triste pero aliviada,"rosto triste, mas aliviado",anxious|call|close|complicated|disappointed|face|not|relieved|sad|sweat|time|whew,aliviado|cara|decepcionado|menos mal,aliviado|decepcionado|não|rosto|triste|ufa,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😢,1F622,0.6,crying face,cara llorando,rosto chorando,awful|cry|crying|face|feels|miss|sad|tear|triste|unhappy,cara|llorar|lágrima|triste,chorando|choro|lágrimas|rosto|triste,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😭,1F62D,0.6,loudly crying face,cara llorando fuerte,rosto chorando aos berros,bawling|cry|crying|face|loudly|sad|sob|tear|tears|unhappy,cara|llorar|lágrima|triste,chorando|chorando alto|chorar|infeliz|lágrimas|rosto|triste,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😱,1F631,0.6,face screaming in fear,cara gritando de miedo,rosto gritando de medo,epic|face|fear|fearful|munch|scared|scream|screamer|screaming|shocked|surprised|woah,asustado|cara|miedo|pánico,assustada|assustado|gritando|grito|medo|rosto|susto|temeroso,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😖,1F616,0.6,confounded face,cara de frustración,rosto perplexo,annoyed|confounded|confused|cringe|distraught|face|feels|frustrated|mad|sad,cara|frustrado,bravo|frustrado|indignado|perplexo|rosto,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😣,1F623,0.6,persevering face,cara desesperada,rosto perseverante,concentrate|concentration|face|focus|headache|persevere|persevering,cara|desesperación|frustración,concentrado|concentração|dor de cabeça|foco|perseverante|perseverança|rosto,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😞,1F61E,0.6,disappointed face,cara decepcionada,rosto desapontado,awful|blame|dejected|disappointed|face|fail|losing|sad|unhappy,cara|decepcionado|decepción,decepção|desapontado|desapontamento|rosto|rosto decepcionado|triste,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
😓,1F613,0.6,downcast face with sweat,cara con sudor frío,rosto cabisbaixo com gota de suor,close|cold|downcast|face|feels|headache|nervous|sad|scared|sweat|yikes,cara|frío|sudor,rosto|rosto com suor frio|suando frio|suor frio,smileys & emotion,emoticonos y emoción,sorrisos e emoção,concerned,preocupado,preocupado,true,true,Widely supported in WhatsApp on modern iOS/Android.
